player_id,contestantShortName,shirt_number,team_uuid,age,last_name,first_name,player,squad_position,contestantName,squad_position_detailed,date_of_birth,contestantCode,player_uuid,contestantClubName,team_id,attack_overall_apps,attack_overall_mins_played,attack_overall_goals,attack_overall_xg,attack_overall_goals_vs_xg,attack_overall_shots,attack_overall_shots_on_target,attack_overall_shot_conv,attack_overall_xg_per_shot,attack_nonPenalty_np_goals,attack_nonPenalty_np_xg,attack_nonPenalty_np_goals_vs_xg,attack_nonPenalty_np_shots,attack_nonPenalty_np_shots_on_target,attack_nonPenalty_np_shot_conv,attack_nonPenalty_np_xg_per_shot,possession_chanceCreation_mins_played,possession_chanceCreation_apps,possession_chanceCreation_chances_created,possession_chanceCreation_op_chances_created,possession_chanceCreation_chances_per_100_pass,possession_chanceCreation_chances_sp_op_ratio,possession_chanceCreation_xa,possession_chanceCreation_op_xa,possession_chanceCreation_assists,possession_chanceCreation_op_assists,possession_passing_passes,possession_passing_successful_passes,possession_passing_pass_perc,possession_passing_total_final_third_passes,possession_passing_successful_final_third_passes,possession_passing_ft_pass_perc,possession_passing_op_crosses,possession_passing_successful_op_crosses,possession_passing_cross_perc,possession_passing_through_balls,possession_passing_successful_through_balls,possession_passing_through_ball_perc,carries_overall_apps,carries_overall_carries,carries_overall_carry_distance,carries_overall_progressive_carries,carries_overall_progressive_distance,carries_overall_shot_ending,carries_overall_goal_ending,carries_overall_chance_ending,carries_overall_assist_ending,carries_overall_dist_per_carry,carries_overall_dist_per_progressive_carry,defending_overall_tackles,defending_overall_interceptions,defending_overall_recoveries,defending_overall_blocks,defending_overall_clearances,defending_overall_ground_duels,defending_overall_ground_duels_won,defending_overall_ground_duel_perc,defending_overall_aerial_duels,defending_overall_aerial_duels_won,defending_overall_aerial_duel_perc,defending_discipline_yellows,defending_discipline_reds,defending_discipline_fouls_commited,defending_discipline_pens_conceded,defending_discipline_offsides,goalkeeping_overall_apps,goalkeeping_overall_mins_played,goalkeeping_overall_team_mins,goalkeeping_overall_team_mins_perc,goalkeeping_overall_ogs,goalkeeping_overall_goals_conceded,goalkeeping_overall_saves_made,goalkeeping_overall_save_perc,goalkeeping_overall_goals_prevented,goalkeeping_overall_goals_prevented_rate,goalkeeping_overall_xgot_conceded
55459,Stoke,3,4qioq44vcv619vnyy2rpovk4e,36.47,Cresswell,Aaron,Aaron Cresswell,Defender,Stoke City FC,0,1989-12-15,STO,9w5o8b18ffu4qr4bdnfrk4ogl,Stoke City,110,25.0,2001.0,0.0,0.55,-0.55,13.0,3.0,0.0,0.04,0.0,0.55,-0.55,13.0,3.0,0.0,0.04,2001.0,25.0,19.0,10.0,0.91,31.58,2.145,1.261,3.0,0.0,1136.0,965.0,84.95,283.0,204.0,72.08,41.0,10.0,24.39,0.0,0.0,0.0,24.0,221.0,2385.453,106.0,1155.84,1.0,0.0,2.0,0.0,10.794,10.904,24.0,21.0,75.0,7.0,56.0,59.0,37.0,62.712,52.0,26.0,50.0,2.0,0.0,6.0,0.0,2.0,,,,,,,,,,,
55494,Swansea,25,410jti6axb01yhvbc0axsp8li,36.6,Ward,Joel,Joel Ward,Defender,Swansea City AFC,0,1989-10-29,SWA,1rz6bw398na1i3t29rop7ikt1,Swansea City,80,15.0,451.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451.0,15.0,2.0,2.0,1.04,0.0,0.042,0.038,0.0,0.0,199.0,140.0,70.35,50.0,31.0,62.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,19.0,207.619,10.0,16.59,0.0,0.0,0.0,0.0,10.927,1.659,7.0,11.0,18.0,2.0,28.0,24.0,13.0,54.167,19.0,12.0,63.158,1.0,0.0,6.0,0.0,0.0,,,,,,,,,,,
55914,Sheff Wed,16,1musyruv2ufjrjnj6gvdbr8kt,34.76,Cooper,Liam,Liam Cooper,Defender,Sheffield Wednesday FC,Central Defender,1991-08-30,SHW,6clj9dk6hdeaomo6yi7vcsv6d,Sheffield Wednesday,19,14.0,909.0,1.0,0.1,0.9,3.0,1.0,33.33,0.03,1.0,0.1,0.9,3.0,1.0,33.33,0.03,909.0,14.0,1.0,1.0,0.2,0.0,0.182,0.182,0.0,0.0,501.0,390.0,77.84,64.0,15.0,23.44,0.0,0.0,0.0,0.0,0.0,0.0,12.0,65.0,590.19,30.0,219.555,0.0,0.0,0.0,0.0,9.08,7.318,10.0,19.0,36.0,15.0,73.0,36.0,16.0,44.444,77.0,50.0,64.935,3.0,0.0,10.0,0.0,2.0,,,,,,,,,,,
56917,QPR,5,72nmbktwvcj3wizfp37yjf0dp,35.13,Cook,Steve,Steve Cook,Defender,Queens Park Rangers FC,Central Defender,1991-04-19,QPR,av7e2wk5ub7qnh3sqcvssvh79,Queens Park Rangers,52,30.0,2150.0,1.0,0.92,0.08,19.0,2.0,5.26,0.05,1.0,0.92,0.08,19.0,2.0,5.26,0.05,2150.0,30.0,3.0,3.0,0.31,0.0,0.675,0.673,0.0,0.0,1045.0,860.0,82.3,185.0,102.0,55.14,6.0,2.0,33.33,0.0,0.0,0.0,27.0,168.0,1874.285,96.0,1105.965,1.0,0.0,1.0,0.0,11.156,11.52,17.0,23.0,63.0,22.0,189.0,49.0,35.0,71.429,131.0,86.0,65.649,2.0,0.0,9.0,0.0,0.0,,,,,,,,,,,
57714,Derby,3,3ptd7zlc5isrongig0wij2id4,37.27,Forsyth,Craig,Craig Forsyth,Defender,Derby County FC,Full Back,1989-02-24,DER,ebsspe8jslej9a253w4xpf55h,Derby County,24,19.0,1145.0,1.0,0.85,0.15,3.0,1.0,33.33,0.28,1.0,0.85,0.15,3.0,1.0,33.33,0.28,1145.0,19.0,6.0,4.0,0.87,33.33,0.873,0.388,0.0,0.0,481.0,331.0,68.81,164.0,90.0,54.88,16.0,2.0,12.5,0.0,0.0,0.0,15.0,86.0,997.475,60.0,754.95,0.0,0.0,0.0,0.0,11.599,12.583,16.0,22.0,44.0,2.0,63.0,37.0,24.0,64.865,46.0,26.0,56.522,2.0,0.0,5.0,0.0,0.0,,,,,,,,,,,
58376,Southampton,1,d5ydtvt96bv7fq04yqm2w2632,36.5,McCarthy,Alex,Alex McCarthy,Goalkeeper,Southampton FC,Goalkeeper,1989-12-03,SOU,d3p7p18i2ybzlwz5p5gjdd239,Southampton,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,630.0,4320.0,15.0,0.0,10.0,14.0,58.33,0.16,1.0,10.16
59013,Millwall,67,40d2qd8lr1tgsvmg5l1fzaf4o,36.51,Bannan,Barry,Barry Bannan,Midfielder,Millwall FC,0,1989-12-01,MIL,ekbsso6hq913ss7jerbusyled,Millwall,103,44.0,3030.0,3.0,1.99,1.01,36.0,13.0,8.33,0.06,3.0,1.99,1.01,36.0,13.0,8.33,0.06,3030.0,44.0,59.0,35.0,1.86,33.9,6.271,4.06,4.0,2.0,2024.0,1635.0,80.78,768.0,531.0,69.14,48.0,14.0,29.17,9.0,4.0,44.44,42.0,400.0,4049.76,183.0,1575.21,7.0,1.0,9.0,1.0,10.124,8.608,42.0,41.0,181.0,15.0,28.0,155.0,77.0,49.677,31.0,9.0,29.032,6.0,1.0,17.0,0.0,1.0,,,,,,,,,,,
60084,Preston,13,5kq4izdz28qjaxoa6ujclwghj,35.19,Cornell,David,David Cornell,Goalkeeper,Preston North End FC,Goalkeeper,1991-03-28,PNE,7fgntq8vwuzwdnw5ra4kcrsgl,Preston North End,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,675.0,4140.0,16.0,1.0,12.0,22.0,64.71,-0.36,0.91,10.64
61302,Birmingham,21,8kreqtde5jdktcib0kg7dknac,33.96,Allsop,Ryan,Ryan Allsop,Goalkeeper,Birmingham City FC,Goalkeeper,1992-06-17,BIR,28l80m6m9uivt8v8oou817e8l,Birmingham City,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,990.0,4140.0,24.0,1.0,15.0,19.0,55.88,-0.51,0.93,13.49
61604,Wrexham,37,206vnsjv8ho5kpf88y0u2gaic,34.87,James,Matty,Matty James,Midfielder,Wrexham FC,0,1991-07-22,WRE,1dtqtpia68f64f7bqlmiyps5x,Wrexham,109,37.0,2231.0,1.0,0.37,0.63,11.0,2.0,9.09,0.03,1.0,0.37,0.63,11.0,2.0,9.09,0.03,2231.0,37.0,20.0,5.0,0.46,65.0,1.885,1.031,2.0,2.0,1115.0,934.0,83.77,264.0,177.0,67.05,7.0,2.0,28.57,4.0,2.0,50.0,34.0,192.0,1764.301,71.0,501.69,2.0,1.0,1.0,0.0,9.189,7.066,54.0,22.0,125.0,6.0,41.0,122.0,81.0,66.393,59.0,33.0,55.932,4.0,0.0,10.0,0.0,0.0,,,,,,,,,,,
61933,Norwich,4,suz80crpy3anixyzccmu6jzp,34.42,Duffy,Shane,Shane Duffy,Defender,Norwich City FC,Central Defender,1992-01-01,NOR,8jf11l2tivq8jpw0fblgdvh05,Norwich City,45,4.0,259.0,0.0,0.12,-0.12,2.0,2.0,0.0,0.06,0.0,0.12,-0.12,2.0,2.0,0.0,0.06,259.0,4.0,5.0,5.0,2.7,0.0,0.293,0.293,0.0,0.0,189.0,161.0,85.19,30.0,13.0,43.33,0.0,0.0,0.0,1.0,1.0,100.0,4.0,29.0,253.384,11.0,100.905,0.0,0.0,0.0,0.0,8.737,9.173,3.0,0.0,13.0,1.0,17.0,7.0,3.0,42.857,17.0,15.0,88.235,2.0,0.0,4.0,0.0,1.0,,,,,,,,,,,
63370,Wrexham,7,206vnsjv8ho5kpf88y0u2gaic,37.12,McClean,James,James McClean,Midfielder,Wrexham FC,Winger,1989-04-22,WRE,54mikuxbl9pelq500ik63g15h,Wrexham,109,16.0,910.0,0.0,0.9,-0.9,11.0,3.0,0.0,0.08,0.0,0.9,-0.9,11.0,3.0,0.0,0.08,910.0,16.0,8.0,6.0,2.17,0.0,0.763,0.756,2.0,2.0,279.0,217.0,77.78,76.0,52.0,68.42,41.0,10.0,24.39,0.0,0.0,0.0,13.0,89.0,908.99,45.0,329.49,1.0,0.0,1.0,0.0,10.213,7.322,30.0,13.0,47.0,3.0,33.0,77.0,42.0,54.545,20.0,10.0,50.0,2.0,0.0,16.0,0.0,3.0,,,,,,,,,,,
66588,Middlesbrough,12,cq0jd5ztepqjjeikk5trb15vr,34.78,Ayling,Luke,Luke Ayling,Defender,Middlesbrough FC,Full Back,1991-08-25,MID,983mn5yig2f4upkq9e97hx87p,Middlesbrough,25,46.0,3792.0,1.0,1.63,-0.63,39.0,8.0,2.56,0.04,1.0,1.63,-0.63,39.0,8.0,2.56,0.04,3792.0,46.0,27.0,22.0,0.76,0.0,4.356,4.337,5.0,4.0,2965.0,2541.0,85.7,662.0,462.0,69.79,77.0,17.0,22.08,6.0,4.0,66.67,45.0,899.0,9968.15,533.0,6145.335,4.0,0.0,7.0,3.0,11.088,11.53,90.0,43.0,257.0,26.0,111.0,254.0,180.0,70.866,145.0,69.0,47.586,11.0,0.0,25.0,0.0,1.0,,,,,,,,,,,
73455,Charlton,24,2ezfenuwk3y65p8jdbj55xqt0,34.85,Godden,Matty,Matty Godden,Forward,Charlton Athletic FC,Striker,1991-07-29,CHA,qa6jslvu31n2oakgmn6tf9w5,Charlton Athletic,33,11.0,298.0,2.0,2.75,-0.75,15.0,5.0,13.33,0.18,2.0,2.75,-0.75,15.0,5.0,13.33,0.18,298.0,11.0,2.0,2.0,4.44,0.0,0.043,0.043,0.0,0.0,48.0,30.0,62.5,20.0,10.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,118.428,5.0,42.105,3.0,0.0,0.0,0.0,10.766,8.421,0.0,2.0,9.0,1.0,2.0,20.0,3.0,15.0,23.0,12.0,52.174,1.0,0.0,8.0,0.0,8.0,,,,,,,,,,,
74944,Bristol City,40,c5485h5qulh4l0k0py5b9xug1,34.73,Mekawy Said Morsy,Samy Sayed,Sam Morsy,Midfielder,Bristol City FC,0,1991-09-10,BRC,dgzuswl2pnk7t03ts7nguholx,Bristol City,113,18.0,1173.0,1.0,0.36,0.64,11.0,4.0,9.09,0.03,1.0,0.36,0.64,11.0,4.0,9.09,0.03,1173.0,18.0,5.0,5.0,0.61,0.0,0.766,0.763,0.0,0.0,839.0,734.0,87.49,199.0,145.0,72.86,1.0,0.0,0.0,1.0,1.0,100.0,18.0,192.0,1870.6,90.0,786.24,2.0,0.0,1.0,0.0,9.743,8.736,22.0,13.0,73.0,5.0,20.0,72.0,34.0,47.222,28.0,8.0,28.571,6.0,0.0,19.0,0.0,0.0,,,,,,,,,,,
76593,Portsmouth,7,80jtkz2echk6yyyb9e2595cxr,35.19,Pack,Marlon,Marlon Pack,Midfielder,Portsmouth FC,Central Midfielder,1991-03-25,POR,dypefa5ubw9m9xefxdd4365lh,Portsmouth,47,34.0,2180.0,2.0,2.02,-0.02,26.0,9.0,7.69,0.08,2.0,2.02,-0.02,26.0,9.0,7.69,0.08,2180.0,34.0,28.0,21.0,1.66,25.0,2.218,1.692,0.0,0.0,1317.0,1094.0,83.07,358.0,244.0,68.16,25.0,11.0,44.0,0.0,0.0,0.0,33.0,285.0,2886.163,133.0,1101.66,1.0,0.0,2.0,0.0,10.127,8.283,24.0,11.0,116.0,8.0,81.0,103.0,53.0,51.456,116.0,72.0,62.069,11.0,0.0,31.0,0.0,0.0,,,,,,,,,,,
77610,Derby,4,3ptd7zlc5isrongig0wij2id4,35.7,Batth,Danny,Danny Batth,Defender,Derby County FC,0,1990-09-21,DER,b2pvwtzyqgtby7xsc7rlq7xsl,Derby County,24,10.0,604.0,0.0,0.02,-0.02,1.0,0.0,0.0,0.02,0.0,0.02,-0.02,1.0,0.0,0.0,0.02,604.0,10.0,0.0,0.0,0.0,0.0,0.314,0.313,0.0,0.0,234.0,189.0,80.77,30.0,11.0,36.67,0.0,0.0,0.0,0.0,0.0,0.0,7.0,28.0,271.36,10.0,102.27,0.0,0.0,0.0,0.0,9.691,10.227,4.0,11.0,12.0,8.0,61.0,19.0,10.0,52.632,55.0,37.0,67.273,1.0,0.0,9.0,0.0,0.0,,,,,,,,,,,
78056,Southampton,28,d5ydtvt96bv7fq04yqm2w2632,34.69,Romeu,Oriol,Oriol Romeu,Midfielder,Southampton FC,Defensive Midfielder,1991-09-24,SOU,cuqawmfekh86mgo758udxw7v9,Southampton,20,6.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,6.0,1.0,1.0,2.08,0.0,0.024,0.024,0.0,0.0,48.0,37.0,77.08,15.0,9.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,110.023,5.0,53.235,0.0,0.0,0.0,0.0,11.002,10.647,4.0,2.0,6.0,1.0,6.0,12.0,4.0,33.333,9.0,9.0,100.0,2.0,0.0,4.0,0.0,0.0,,,,,,,,,,,
78607,Norwich,23,suz80crpy3anixyzccmu6jzp,34.4,McLean,Kenny,Kenny McLean,Midfielder,Norwich City FC,Central Midfielder,1992-01-08,NOR,6eeqjr5cqfksw9mgx1b3vvnpx,Norwich City,45,42.0,3619.0,3.0,2.69,0.31,34.0,13.0,8.82,0.08,2.0,1.9,0.1,33.0,12.0,6.06,0.06,3619.0,42.0,53.0,36.0,1.57,24.53,6.315,4.72,4.0,3.0,2406.0,1924.0,79.97,756.0,487.0,64.42,65.0,15.0,23.08,15.0,7.0,46.67,42.0,668.0,7282.816,345.0,3421.215,6.0,0.0,14.0,1.0,10.902,9.917,73.0,36.0,216.0,11.0,78.0,275.0,165.0,60.0,78.0,39.0,50.0,6.0,0.0,27.0,0.0,1.0,,,,,,,,,,,
80146,Leicester,9,avxknfz4f6ob0rv9dbnxdzde0,34.73,Ayew,Jordan,Jordan Ayew,Forward,Leicester City FC,Striker,1991-09-11,LEI,9c927a1i8iqblent14xat7aad,Leicester City,13,42.0,2257.0,6.0,5.39,0.61,47.0,19.0,12.77,0.11,4.0,3.02,0.98,44.0,17.0,9.09,0.07,2257.0,42.0,27.0,17.0,3.43,22.22,2.311,1.843,3.0,3.0,516.0,428.0,82.95,203.0,157.0,77.34,19.0,2.0,10.53,2.0,1.0,50.0,37.0,227.0,2653.427,104.0,993.3,12.0,0.0,6.0,0.0,11.689,9.551,25.0,11.0,80.0,3.0,44.0,246.0,108.0,43.902,151.0,43.0,28.477,5.0,0.0,49.0,0.0,8.0,,,,,,,,,,,
80178,Coventry,21,dacoc20k0n3fxu4zek8wufmko,33.2,Bidwell,Jake,Jake Bidwell,Defender,Coventry City FC,Full Back,1993-03-21,COV,ao6hrtarimdic40mj87f1v7it,Coventry City,9,11.0,425.0,0.0,0.08,-0.08,3.0,1.0,0.0,0.03,0.0,0.08,-0.08,3.0,1.0,0.0,0.03,425.0,11.0,3.0,2.0,0.98,0.0,0.262,0.259,1.0,1.0,206.0,170.0,82.52,64.0,46.0,71.88,16.0,2.0,12.5,0.0,0.0,0.0,8.0,42.0,464.636,26.0,277.62,2.0,0.0,0.0,0.0,11.063,10.678,6.0,3.0,19.0,6.0,22.0,15.0,8.0,53.333,10.0,6.0,60.0,1.0,0.0,2.0,0.0,1.0,,,,,,,,,,,
80179,Blackburn,28,ep3im6aygoatju4u3ws8v3mog,34.65,Forshaw,Adam,Adam Forshaw,Midfielder,Blackburn Rovers FC,0,1991-10-08,BLA,ao2tl1brzen40y5leuuc3b5qt,Blackburn Rovers,5,22.0,1139.0,1.0,0.5,0.5,10.0,3.0,10.0,0.05,1.0,0.5,0.5,10.0,3.0,10.0,0.05,1139.0,22.0,5.0,4.0,0.67,20.0,0.476,0.401,0.0,0.0,613.0,520.0,84.83,164.0,123.0,75.0,10.0,1.0,10.0,1.0,0.0,0.0,21.0,163.0,1527.04,57.0,311.85,0.0,0.0,1.0,0.0,9.368,5.471,35.0,13.0,75.0,3.0,25.0,86.0,56.0,65.116,25.0,13.0,52.0,4.0,0.0,11.0,0.0,0.0,,,,,,,,,,,
80277,Sheff Wed,2,1musyruv2ufjrjnj6gvdbr8kt,34.71,Palmer,Liam,Liam Palmer,Defender,Sheffield Wednesday FC,Full Back,1991-09-19,SHW,cyrr9517kjkt2l5tuqe966zth,Sheffield Wednesday,19,45.0,3748.0,1.0,1.68,-0.68,18.0,5.0,5.56,0.09,1.0,1.68,-0.68,18.0,5.0,5.56,0.09,3748.0,45.0,14.0,13.0,0.92,0.0,1.375,1.348,1.0,1.0,1460.0,1108.0,75.89,395.0,247.0,62.53,40.0,9.0,22.5,1.0,0.0,0.0,42.0,282.0,3274.906,163.0,2042.04,3.0,0.0,1.0,0.0,11.613,12.528,59.0,37.0,149.0,18.0,113.0,169.0,95.0,56.213,71.0,36.0,50.704,4.0,0.0,37.0,1.0,6.0,,,,,,,,,,,
